"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","@NuclearTakes People certainly use the words “trump” and “civil rights” in the same sentence fairly often",FALSE,1,"NuclearTakes",2018-04-04 23:59:59,FALSE,"981662156553940997","981682828952743937","853092074048147456","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","tmrwlandiz2good",0,FALSE,FALSE,NA,NA
"2","President Donald Trump https://t.co/vx1MxROils",FALSE,0,NA,2018-04-04 23:59:59,FALSE,NA,"981682827321200645",NA,"<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>","ZachZach892899",0,FALSE,FALSE,NA,NA
"3","@Marmel They should have known that Trump is a grifter and a con man. Now this hog farmers and others like him will… https://t.co/9gqwLmqYQp",FALSE,0,"Marmel",2018-04-04 23:59:59,TRUE,"981651956421701632","981682827220652038","5513002","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","fas1242",0,FALSE,FALSE,NA,NA
"4","@realDonaldTrump Trump was as funny as he was in the election period",FALSE,0,"realDonaldTrump",2018-04-04 23:59:59,FALSE,"981492087328792577","981682826323128325","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gaocan3",0,FALSE,FALSE,NA,NA
"5","@Ziggy_Daddy IF Trump knew about economics he wouldn't have 5 bankruptcies or need Russian rubles to survive.",FALSE,0,"Ziggy_Daddy",2018-04-04 23:59:59,FALSE,"981678260743356416","981682825584930817","21691269","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HarveyLawson1",0,FALSE,FALSE,NA,NA
"6","Sarah Sanders Asked About Trump’s ‘Urgency’ To Protect Southern Border — She Drops A Wall https://t.co/gerkkdK97P via @dailycaller",FALSE,0,NA,2018-04-04 23:59:58,FALSE,NA,"981682824385302528",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Carol38553",0,FALSE,FALSE,NA,NA
"7","@Talieb3 @trumpa256 @Jessicap527 @StruxMel @misscalliecat @AngryandAsian @MrFly187 @JOINORDIEDTOM @dave_nunyabuzz… https://t.co/hsbOn8S3cV",FALSE,4,"Talieb3",2018-04-04 23:59:58,TRUE,"981681341610721280","981682824288677888","2796130138","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CuntyLiberal",1,FALSE,FALSE,NA,NA
"8","Today is 2018-04-04 05:00 PM in LA and Donald J. Trump is still the President.",FALSE,0,NA,2018-04-04 23:59:58,FALSE,NA,"981682822988656640",NA,"<a href=""https://www.whitehouse.gov/#page"" rel=""nofollow"">TRMPasPOTUS</a>","TRMPasPOTUS",0,FALSE,FALSE,NA,NA
"9","@CoeD1972 @MissLindner Move on folks.  Nothing to see here.  Just a normal Trump supporter!",FALSE,2,"CoeD1972",2018-04-04 23:59:57,FALSE,"980678988401004544","981682821122080768","1456069830","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","billwilli27",0,FALSE,FALSE,NA,NA
"10","There you have it. He came right out and sided with Putin over the citizenry of The United States of America. 
https://t.co/ioB2ThLYaG",FALSE,4,NA,2018-04-04 23:59:57,FALSE,NA,"981682820908138501",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jay_a_severns",1,FALSE,FALSE,NA,NA
"11","Check out this cartoon https://t.co/9WDRoV02kj",FALSE,2,NA,2018-04-04 23:59:57,FALSE,NA,"981682820589420544",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SoCalledPrez1",1,FALSE,FALSE,NA,NA
"12","China Strikes at Trump's Rural Heartland With Tariff on Soybeans https://t.co/hoIqSgPJES",FALSE,0,NA,2018-04-04 23:59:57,FALSE,NA,"981682820132364288",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","muff156",0,FALSE,FALSE,NA,NA
"13","I read  NYT opinion piece about Trump dominating our lives. He dominates news. He dominates conversations. He even… https://t.co/6R1a7QA6xX",FALSE,38,NA,2018-04-04 23:59:57,TRUE,NA,"981682819981340672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ksecus",17,FALSE,FALSE,NA,NA
"14","WASHINGTON (AP) — In ringing and personal terms, President Donald Trump on Thursday pledged that &amp;quot;we will over… https://t.co/PlbAOuJsqB",FALSE,0,NA,2018-04-04 23:59:57,TRUE,NA,"981682818412695552",NA,"<a href=""http://france.datarec.top"" rel=""nofollow"">Julia Duncan2</a>","rogusamunechita",0,FALSE,FALSE,NA,NA
"15","@38specialcolt @heart_moose @gussinmaz @JamesSchmittJr1 @realDonaldTrump Speaking from across the sea, I'd say that… https://t.co/vhQN7kH9MX",FALSE,2,"38specialcolt",2018-04-04 23:59:57,TRUE,"981682387682807808","981682818051952640","823292006059286528","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Xarin_m",0,FALSE,FALSE,NA,NA
"16","@Freeyourmindkid She's a Trump supporter? Does she not know that Trump recently sent 3000+ US soldiers to Afghanist… https://t.co/WLm5WvKG7c",FALSE,1,"Freeyourmindkid",2018-04-04 23:59:57,TRUE,"981677278370377728","981682817728962562","120995738","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","KingKush212",0,FALSE,FALSE,NA,NA
"17","@JimCarrey @NPG God Bless Donald Trump a true man of God, So like Constantine who slew Christians to death Trump wa… https://t.co/t3matHDyjc",FALSE,0,"JimCarrey",2018-04-04 23:59:56,TRUE,"979394639944867840","981682815740751872","52551600","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GilbertStewartl",0,FALSE,FALSE,NA,NA
"18","@joss Donald Trump is only a threat to your communist way of life and those socialists that think like you.. the re… https://t.co/Ek3vyHKg89",FALSE,2,"joss",2018-04-04 23:59:56,TRUE,"981376669960187904","981682815145205760","776198324747575297","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","edward_geek",0,FALSE,FALSE,NA,NA
"19","@SueinRockville @MonteAJP23 @PattyArquette @CrimeDefense @darryl_brooks @DearAuntCrabby @funder @NancySinatra… https://t.co/IhsalkQUlZ",FALSE,5,"SueinRockville",2018-04-04 23:59:56,TRUE,"981673610485075968","981682813941334016","914567454","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ParilloGary",3,FALSE,FALSE,NA,NA
"20","#HugANewspersonDay a big hug to @Mary_Nam  for speaking truth to power @realDonaldTrump and Sinclair broadcasting https://t.co/g3YoEA8hA4",FALSE,0,NA,2018-04-04 23:59:56,FALSE,NA,"981682813723336704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Stellarjay2",0,FALSE,FALSE,NA,NA
"21","Does anyone in #StLouis actually watch @AllmanReport or does @WeAreSinclair just keep it on @KDNLABC30 to further t… https://t.co/14kTj5yoDA",FALSE,0,NA,2018-04-04 23:59:56,TRUE,NA,"981682813585051648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","egomro4",0,FALSE,FALSE,NA,NA
"22","@k_calaman the Washington Post is now reporting @realdonaldTrump is under criminal investigation!! He should move f… https://t.co/gjFcjTdVvj",FALSE,0,"k_calaman",2018-04-04 23:59:55,TRUE,NA,"981682812339343360","814522554350243841","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","k_calaman",0,FALSE,FALSE,NA,NA
"23","Tariffs can be bad, especially how, when and why Trump is implementing them, but the Koch brothers are a huge cance… https://t.co/xu2kZR8e8d",FALSE,1,NA,2018-04-04 23:59:55,TRUE,NA,"981682811479339009",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","NoBotting",0,FALSE,FALSE,NA,NA
"24","@CNN Wait...is that a bad thing or just a normal thing? Trump's behavior has me confused.",FALSE,1,"CNN",2018-04-04 23:59:54,FALSE,"981663520600227840","981682808279175169","759251","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","cahuff",0,FALSE,FALSE,NA,NA
"25","@passantino @BuzzFeedNews Trump is completely full of lies and deceit.",FALSE,0,"passantino",2018-04-04 23:59:54,FALSE,"981673122381250560","981682808090431488","2267241","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DavMess7",0,FALSE,FALSE,NA,NA
"26","@GOP It's blasphemy to mention @realDonaldTrump with any of those Presidents. #Impeach45 #UnfitToBePresident Histor… https://t.co/Y4I3Ji3Kh8",FALSE,0,"GOP",2018-04-04 23:59:54,TRUE,"980855139950104576","981682807331311616","11134252","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JamesTully02",0,FALSE,FALSE,NA,NA
"27","@SelbJim Agree. Still on the fence with Mueller. Especially since he dropped the bomb today that Trump wasn't under… https://t.co/2vnyrOkxqH",FALSE,1,"SelbJim",2018-04-04 23:59:53,TRUE,"981681264544681984","981682803782844416","2853539377","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fisherhaven92",0,FALSE,FALSE,NA,NA
"28","President Obama is a million years ahead of fake president Trump https://t.co/xoqzMxPPDV",FALSE,0,NA,2018-04-04 23:59:53,FALSE,NA,"981682802855903233",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mitcalvinmadiba",0,FALSE,FALSE,NA,NA
"29","UK journalist Celina Scott did a documentary on Trump in the 80's . He pursued her throughout until he saw the final cut then sent hatemail.",FALSE,0,NA,2018-04-04 23:59:53,FALSE,NA,"981682801958445056",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CoulsonJason",0,FALSE,FALSE,NA,NA
"30","NY Times Puts Pic of Kid Crying at Trump’s Easter Egg Roll on Front Page via @freebeacon https://t.co/Oc7SMvh085",FALSE,0,NA,2018-04-04 23:59:53,FALSE,NA,"981682801652088833",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","meljgnoakes1",0,FALSE,FALSE,NA,NA
"31","@cnnbrk How shocking a Trump offered someone a bribe <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3>",FALSE,0,"cnnbrk",2018-04-04 23:59:53,FALSE,"981557908285677569","981682801362833408","428333","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tunderwood489",0,FALSE,FALSE,NA,NA
"32","One Trump endorsement is all it takes to ruin anything. https://t.co/nLorYDvOMa",FALSE,24,NA,2018-04-04 23:59:53,FALSE,NA,"981682800268140544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jackstar009",7,FALSE,FALSE,NA,NA
"33","@EasternLawz @22Pilots_RBLX nah even better the white house where trump the dump is",FALSE,0,"Iloooollcam321",2018-04-04 23:59:52,FALSE,"980966887038177282","981682800024739841","777595092102029312","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Iloooollcam321",0,FALSE,FALSE,NA,NA
"34","@slpage63 @UseUrEvolution @SocialPowerOne1 Good idea. Anyone know any good lawyers? There should be plenty to choos… https://t.co/kXVgz08tTK",FALSE,3,"slpage63",2018-04-04 23:59:52,TRUE,"981651455949099010","981682797998821377","828285856167428096","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","almostsingl1",0,FALSE,FALSE,NA,NA
"35","@EricIdle @amazon I don't trust online purchasing.  Not because of Trump.  I believe they are trying to steal my so… https://t.co/ORZFNuiew2",FALSE,0,"EricIdle",2018-04-04 23:59:52,TRUE,"981662781312126977","981682797449437184","862483279","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Vville47",0,FALSE,FALSE,NA,NA
"36","@gelliottmorris @_cingraham The impact of these tariffs on Trump's domestic position is something I'd think the Chi… https://t.co/4oK8B0CkpW",FALSE,3,"gelliottmorris",2018-04-04 23:59:52,TRUE,"981681169174552576","981682797306933248","57029492","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Revolut_io",0,FALSE,FALSE,NA,NA
"37","@AlreadyGreat_ @CaseyParksIt @fawfulfan @ChicagoBeerSnob @ARay5135 @bwreed No1 with a lick of common sense, knowled… https://t.co/4pplmXmxHg",FALSE,1,"AlreadyGreat_",2018-04-04 23:59:51,TRUE,"981677810568847360","981682795813711872","877214732494569472","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Newsericks",0,FALSE,FALSE,NA,NA
"38","@AmySandspeaks @Mcatlady54 Trump’s are White trash riding on coat tails of Russian Organized crime - stay home and… https://t.co/fcciPyMrZJ",FALSE,1,"AmySandspeaks",2018-04-04 23:59:51,TRUE,"981423687441272833","981682795155247105","919806946282278912","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","acton_rosacea",0,FALSE,FALSE,NA,NA
"39","@SheriffClarke @realDonaldTrump Most compelling evidence of Trump crimes is still mounting with Mr. Mueller.  This… https://t.co/l7BxNwEypP",FALSE,2,"SheriffClarke",2018-04-04 23:59:51,TRUE,"979835956168679424","981682795104923655","118845216","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Scottski91",0,FALSE,FALSE,NA,NA
"40","@chadfelixg @DonaldJTrumpJr Trump Jr. is just as dumb as his dad.",FALSE,0,"chadfelixg",2018-04-04 23:59:51,FALSE,"981367263616958464","981682794677096449","17626317","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pep4959",0,FALSE,FALSE,NA,NA
"41","See this proves that the whole trump administration is a cast of fake Characters. Who does this remind you of ? Hin… https://t.co/T2KBhFAY7O",FALSE,1,NA,2018-04-04 23:59:51,TRUE,NA,"981682792386977792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","clipperdoc1",0,FALSE,FALSE,NA,NA
"42","Trump, stymied on wall, to send troops to U.S.-Mexico border https://t.co/gruRzAqBB6 https://t.co/XwKUWK4nPr",FALSE,0,NA,2018-04-04 23:59:50,FALSE,NA,"981682790046552064",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","Pslmanianew",0,FALSE,FALSE,NA,NA
"43","@AmoneyResists I speak Trump! Makes sense to me, but there is NO truth or substance to any of it!",FALSE,0,"AmoneyResists",2018-04-04 23:59:50,FALSE,"981681172068683776","981682787844481024","739844197935644672","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","EricIndyv6",0,FALSE,FALSE,NA,NA
"44","A confident Trump basically precipitates the downfall of anything he touches. https://t.co/TPsQwqBKSH",FALSE,93,NA,2018-04-04 23:59:49,FALSE,NA,"981682785118314497",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AviAhvee",27,FALSE,FALSE,NA,NA
"45","@GOP @realDonaldTrump Trump is a subject of investigation .....",FALSE,0,"GOP",2018-04-04 23:59:48,FALSE,"981636779542568960","981682782106718208","11134252","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","steveipip",0,FALSE,FALSE,NA,NA
"46","@ThePeopleofUSA @LouDobbs @RepDeSantis @realDonaldTrump Why for doing his job and doing a damned fine job of it?  M… https://t.co/5VLveY5VMI",FALSE,0,"ThePeopleofUSA",2018-04-04 23:59:48,TRUE,"981679457428787201","981682781368434690","273055221","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TellTaleHeart45",0,FALSE,FALSE,NA,NA
"47","Threatening legal fight, Nunes demands document that kicked off FBI Trump-Russia investigation https://t.co/On5WZFLjVt",FALSE,0,NA,2018-04-04 23:59:48,FALSE,NA,"981682780286410752",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","davidjones720",0,FALSE,FALSE,NA,NA
"48","Like I said a couple days ago Trump is not sending the military to the border.  He will be sending the National Gua… https://t.co/FlPI94gtWe",FALSE,0,NA,2018-04-04 23:59:48,TRUE,NA,"981682779728396288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nobelpatriot",0,FALSE,FALSE,NA,NA
"49","@frankcgilbert @JennyCavanaugh @fmc21369 @Pacoluismonta9a @DarkDNTM @lorenzofuentes6 @ShellyRKirchoff… https://t.co/hYktkLF3Rv",FALSE,4,"frankcgilbert",2018-04-04 23:59:48,TRUE,"981682385669550081","981682779573239808","4870989638","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","LaniHevly",0,FALSE,FALSE,NA,NA
"50","@TheJordanRachel Many of whom openly wept, in some cases for day's about Russia stealing the election for Trump.",FALSE,1,"TheJordanRachel",2018-04-04 23:59:48,FALSE,"981631542798659585","981682779246149633","58348452","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TheSchiffPac",0,FALSE,FALSE,NA,NA
"51","@eckhartmom @trayjay1 @PoliticalShort @SebGorka @USATODAY @volkskrant Trump says he believes Putin's election meddl… https://t.co/ccc2ZsKNc3",FALSE,0,"eckhartmom",2018-04-04 23:59:47,TRUE,"981680838655037440","981682778982027265","780594585575620609","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mjk_4mjk",0,FALSE,FALSE,NA,NA
"52","Despite wanting to withdraw, Trump says US will stay in Syria https://t.co/9YdNihdTRp https://t.co/sCVmGrbwU5",FALSE,0,NA,2018-04-04 23:59:47,FALSE,NA,"981682778801500160",NA,"<a href=""https://donaldtrumptruth.com"" rel=""nofollow"">DonaldTrumpTruthFeed</a>","donaldtrumptru",0,FALSE,FALSE,NA,NA
"53","@thissmallplanet @Rosie Oh plz let this be true. Except then there would be a dead hooker which is bad. I needed to… https://t.co/8m5I9sU6t4",FALSE,1,"thissmallplanet",2018-04-04 23:59:47,TRUE,"981663087739650049","981682778474295296","94024072","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","michaelejahn",0,FALSE,FALSE,NA,NA
"54","@Kokomothegreat @n2thinairb4u And factually incorrect, the budget Trump signed increases the national debt.",FALSE,7,"Kokomothegreat",2018-04-04 23:59:47,FALSE,"981677688078389253","981682778017218560","881336677138128897","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BobbyLight888",0,FALSE,FALSE,NA,NA
"55","Ladies and Gentlemen don't be like this idiotic woman in this photo. If Trump is not directly affecting your life i… https://t.co/bdGAuY0512",FALSE,1,NA,2018-04-04 23:59:47,TRUE,NA,"981682776205348865",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BayAreaBro707",0,FALSE,FALSE,NA,NA
"56","@LaurenS23405409 @wugglet1 @milked_ @FoxNews @POTUS Someone is mad she was only accepted to trump university <ed><U+00A0><U+00BD><ed><U+00B9><U+0084>",FALSE,0,"LaurenS23405409",2018-04-04 23:59:47,FALSE,"981678567821135872","981682775760744449","979427832106573824","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fozzybrn",0,FALSE,FALSE,NA,NA
"57","@JYLee1424 Yeah,we gave it a shot. Mostly we just didnt like Hillary.
But this was CLEARLY a scam by the GOP.
Trump… https://t.co/y1Kt2yo7Mn",FALSE,2,"JYLee1424",2018-04-04 23:59:47,TRUE,"981680926278090752","981682775173427204","3168114036","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MAGAnotBS",0,FALSE,FALSE,NA,NA
"58","@ABC There seems a increasing trend for Trump to announce policy followed shortly by the White House going into reverse gear.",FALSE,1,"ABC",2018-04-04 23:59:46,FALSE,"981675556881264642","981682772304715781","28785486","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","PhilStyne",0,FALSE,FALSE,NA,NA
"59","Check out this cartoon https://t.co/23arI7cjAe",FALSE,2,NA,2018-04-04 23:59:46,FALSE,NA,"981682771457466368",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SoCalledPrez1",2,FALSE,FALSE,NA,NA
"60","@jacuzzigal @CarylHill11 @MatthewJshow @FoxNews @POTUS Sucking off the Americans? Isn’t that what Trump wants to do to Putin?",FALSE,0,"jacuzzigal",2018-04-04 23:59:45,FALSE,"981673974663991298","981682769733521408","44497671","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AuthoringAva",0,FALSE,FALSE,NA,NA
"61","Well, Senator. Trump's policies could become the biggest Republican asset in history if only, those in His party ha… https://t.co/xEVx0Sp6nO",FALSE,0,NA,2018-04-04 23:59:44,TRUE,NA,"981682765069455360",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Einsteins_Folly",0,FALSE,FALSE,NA,NA
"62","@KellieWeen @cnnbrk I'm waiting for Trump's pee tape to be released by Putin as punishment for the sanctions.",FALSE,3,"KellieWeen",2018-04-04 23:59:44,FALSE,"981678535571136512","981682764247379969","869255019324874752","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PresidentEvil45",0,FALSE,FALSE,NA,NA
"63","@Cameron_Gray Go back to Canada, Joss. You are not a citizen here, so you have no input. Trump is doing what we hir… https://t.co/tfqiW3fJ8j",FALSE,4,"Cameron_Gray",2018-04-04 23:59:44,TRUE,"981611220682838017","981682764159373313","17983365","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Suzanne53010022",0,FALSE,FALSE,NA,NA
"64","@girl4_trump @shabbysheek77 @realDonaldTrump @CNN @jaketapper @Acosta @donlemon @AprilDRyan There is a God and He loves me!!",FALSE,4,"girl4_trump",2018-04-04 23:59:44,FALSE,"981636169204191232","981682763576369152","18704545","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","demsnomore",0,FALSE,FALSE,NA,NA
"65","Congressman Matt Gaetz says that Attorney General Jeff Sessions should end his recusal on the Russia probe and brin… https://t.co/7tqGxQVLNU",FALSE,4,NA,2018-04-04 23:59:44,TRUE,NA,"981682762586513408",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","POLITICOMag",2,FALSE,FALSE,NA,NA
"66","Trump, stymied on wall, to send troops to U.S.-Mexico border https://t.co/K8goV7SflR https://t.co/Y0pd4wRem3",FALSE,0,NA,2018-04-04 23:59:43,FALSE,NA,"981682760220905473",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","healthhacks12",0,FALSE,FALSE,NA,NA
"67","@NewYorker He only favors corporations that help the Trump org.",FALSE,0,"NewYorker",2018-04-04 23:59:43,FALSE,"981675316216201216","981682758673190912","14677919","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","James_Mathewson",0,FALSE,FALSE,NA,NA
"68","CNN had a story today ""Youtube shooter went to shooting range."" And I thought WOW I have been to a shooting range b… https://t.co/9fRmoKe2ZZ",FALSE,0,NA,2018-04-04 23:59:42,TRUE,NA,"981682757393965057",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jerrybell45y",0,FALSE,FALSE,NA,NA
"69","Opinion | President Trump’s Perversion of Leadership https://t.co/IMYCdMMQq2",FALSE,0,NA,2018-04-04 23:59:42,FALSE,NA,"981682757393760257",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","ArleneHache",0,FALSE,FALSE,NA,NA
"70","Trump sending the National Guard to the border is idiotic. They aren’t even allowed to arrest people so what’s the point?",FALSE,1,NA,2018-04-04 23:59:42,FALSE,NA,"981682757263740928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MikeCHabsFan",0,FALSE,FALSE,NA,NA
